task_id,created_at,assigned_at,start_move_at,arrived_at,start_service_at,end_service_at,from_node,to_node,distance_m,robot_id,status
8521,2025-06-20 16:10:19,2025-06-20 16:11:12.820793,2025-06-20 16:11:22.561958,2025-06-20 16:12:25.313347,2025-06-20 16:12:30.082756,2025-06-20 16:13:56.709599,N01,N06,61.2,R2,done
8522,2025-06-20 08:39:09,2025-06-20 08:40:48.614781,2025-06-20 08:40:55.401125,2025-06-20 08:42:15.833239,2025-06-20 08:42:19.986242,2025-06-20 08:43:52.745201,N02,N08,75.5,R1,done
8523,2025-06-20 10:04:16,2025-06-20 10:06:04.134433,2025-06-20 10:06:12.686927,2025-06-20 10:08:12.395880,2025-06-20 10:08:16.271650,2025-06-20 10:09:50.737301,N11,N01,113.2,R5,done
8524,2025-06-20 15:41:12,2025-06-20 15:43:03.784883,2025-06-20 15:43:17.446700,2025-06-20 15:44:29.913080,2025-06-20 15:44:33.358738,2025-06-20 15:45:44.527499,N20,N12,67.8,R4,done
8525,2025-06-20 21:39:15,2025-06-20 21:41:31.306953,2025-06-20 21:41:34.848740,2025-06-20 21:43:07.451682,2025-06-20 21:43:14.234327,2025-06-20 21:44:25.215933,N20,N11,91.0,R2,done
8526,2025-06-20 15:56:53,2025-06-20 15:58:38.100115,2025-06-20 15:58:42.977874,2025-06-20 15:59:46.143709,2025-06-20 15:59:50.286961,2025-06-20 16:01:08.489840,N03,N01,59.2,R4,done
8527,2025-06-20 12:14:13,2025-06-20 12:14:52.333456,2025-06-20 12:14:57.890592,2025-06-20 12:15:57.057397,2025-06-20 12:16:02.203113,2025-06-20 12:16:59.795155,N17,N06,55.5,R4,done
8528,2025-06-20 23:52:13,2025-06-20 23:54:02.914655,2025-06-20 23:54:12.666507,2025-06-20 23:56:12.583960,2025-06-20 23:56:18.628085,2025-06-20 23:57:51.006680,N10,N18,114.8,R6,done
8529,2025-06-20 07:19:36,2025-06-20 07:21:30.993365,2025-06-20 07:21:35.058435,2025-06-20 07:23:20.787119,2025-06-20 07:23:26.954332,2025-06-20 07:24:31.426534,N13,N20,96.0,R5,done
8530,2025-06-20 16:15:35,2025-06-20 16:15:53.641642,2025-06-20 16:16:13.332987,2025-06-20 16:17:36.780685,2025-06-20 16:17:38.901881,2025-06-20 16:18:23.278144,N12,N18,69.3,R3,done
8531,2025-06-20 17:01:04,2025-06-20 17:02:18.666302,2025-06-20 17:02:38.952269,2025-06-20 17:04:17.795555,2025-06-20 17:04:21.699978,2025-06-20 17:04:50.772780,N01,N04,92.3,R6,done
8532,2025-06-20 21:59:51,2025-06-20 22:01:06.543836,2025-06-20 22:01:12.608650,2025-06-20 22:03:34.064949,2025-06-20 22:03:36.729180,2025-06-20 22:04:34.053970,N12,N10,128.5,R3,done
8533,2025-06-20 14:19:31,2025-06-20 14:19:51.635804,2025-06-20 14:19:58.069399,2025-06-20 14:21:27.940063,2025-06-20 14:21:32.075180,2025-06-20 14:22:33.499782,N20,N05,86.0,R1,done
8534,2025-06-20 02:06:51,2025-06-20 02:08:05.421994,2025-06-20 02:08:14.533108,2025-06-20 02:09:03.153018,2025-06-20 02:09:07.452486,2025-06-20 02:09:40.215581,N18,N15,42.3,R1,failed
8535,2025-06-20 16:10:06,2025-06-20 16:10:49.061154,2025-06-20 16:10:56.890137,2025-06-20 16:12:15.862329,2025-06-20 16:12:24.114516,2025-06-20 16:13:31.083471,N15,N20,76.0,R3,done
8536,2025-06-20 02:22:49,2025-06-20 02:24:42.913190,2025-06-20 02:24:52.346367,2025-06-20 02:26:23.387857,2025-06-20 02:26:24.387857,2025-06-20 02:27:08.677644,N09,N17,81.5,R2,done
8537,2025-06-20 01:13:11,2025-06-20 01:13:41.225061,2025-06-20 01:14:01.489490,2025-06-20 01:14:54.360373,2025-06-20 01:15:00.832371,2025-06-20 01:16:02.750152,N01,N09,42.6,R1,done
8538,2025-06-20 08:31:08,2025-06-20 08:32:19.718587,2025-06-20 08:32:28.864325,2025-06-20 08:33:32.632945,2025-06-20 08:33:38.754483,2025-06-20 08:34:37.192962,N17,N03,61.3,R1,failed
8539,2025-06-20 21:56:38,2025-06-20 21:57:12.653115,2025-06-20 21:57:18.718148,2025-06-20 21:58:56.653227,2025-06-20 21:59:03.381458,2025-06-20 22:00:07.775812,N15,N06,92.4,R5,done
8540,2025-06-20 19:20:22,2025-06-20 19:20:45.768783,2025-06-20 19:21:04.430326,2025-06-20 19:22:28.218519,2025-06-20 19:22:37.211358,2025-06-20 19:23:22.254006,N04,N05,76.8,R4,done
8541,2025-06-20 02:03:31,2025-06-20 02:03:50.821099,2025-06-20 02:04:02.551557,2025-06-20 02:06:09.419307,2025-06-20 02:06:14.124362,2025-06-20 02:07:54.076855,N20,N14,119.4,R6,done
8542,2025-06-20 08:01:50,2025-06-20 08:04:05.616824,2025-06-20 08:04:12.664936,2025-06-20 08:05:29.493752,2025-06-20 08:05:31.962896,2025-06-20 08:06:29.323887,N06,N20,68.3,R3,done
8543,2025-06-20 10:27:53,2025-06-20 10:28:33.711399,2025-06-20 10:28:41.437896,2025-06-20 10:30:20.758236,2025-06-20 10:30:25.739522,2025-06-20 10:31:15.105506,N18,N06,84.4,R1,done
8544,2025-06-20 13:26:10,2025-06-20 13:26:18.782083,2025-06-20 13:26:24.613681,2025-06-20 13:27:21.047618,2025-06-20 13:27:22.716707,2025-06-20 13:27:53.446017,N04,N07,52.3,R2,done
8545,2025-06-20 14:45:22,2025-06-20 14:46:15.670219,2025-06-20 14:46:27.869551,2025-06-20 14:48:33.872928,2025-06-20 14:48:41.068923,2025-06-20 14:49:40.390398,N18,N06,120.6,R6,done
8546,2025-06-20 10:25:59,2025-06-20 10:30:06.170003,2025-06-20 10:30:15.759882,2025-06-20 10:31:38.717244,2025-06-20 10:31:47.325726,2025-06-20 10:32:46.641411,N12,N13,79.7,R2,done
8547,2025-06-20 22:38:59,2025-06-20 22:42:37.866463,2025-06-20 22:42:49.428870,2025-06-20 22:44:42.884192,2025-06-20 22:44:45.891276,2025-06-20 22:45:52.049626,N11,N02,110.2,R5,done
8548,2025-06-20 14:55:19,2025-06-20 14:56:03.460718,2025-06-20 14:56:06.227458,2025-06-20 14:57:34.882202,2025-06-20 14:57:35.882202,2025-06-20 14:58:41.769945,N03,N10,84.9,R4,done
8549,2025-06-20 08:28:27,2025-06-20 08:29:47.614574,2025-06-20 08:29:57.588553,2025-06-20 08:31:03.331220,2025-06-20 08:31:05.316771,2025-06-20 08:32:32.860548,N07,N15,58.7,R5,done
8550,2025-06-20 23:11:22,2025-06-20 23:12:38.211344,2025-06-20 23:12:42.091252,2025-06-20 23:14:52.946528,2025-06-20 23:14:57.488201,2025-06-20 23:15:55.207369,N14,N10,122.7,R5,done
8551,2025-06-20 11:19:31,2025-06-20 11:21:54.126861,2025-06-20 11:22:08.166921,2025-06-20 11:23:37.563787,2025-06-20 11:23:39.763420,2025-06-20 11:24:41.545474,N14,N20,84.6,R5,done
8552,2025-06-20 16:43:31,2025-06-20 16:43:56.258049,2025-06-20 16:44:10.272874,2025-06-20 16:44:37.117745,2025-06-20 16:44:43.995195,2025-06-20 16:45:28.299253,N16,N01,23.1,R3,done
8553,2025-06-20 11:23:53,2025-06-20 11:24:49.990859,2025-06-20 11:25:00.657396,2025-06-20 11:25:35.786437,2025-06-20 11:25:41.518050,2025-06-20 11:26:35.899019,N02,N13,32.9,R4,done
8554,2025-06-20 18:26:59,2025-06-20 18:29:10.156621,2025-06-20 18:29:21.459007,2025-06-20 18:31:01.743437,2025-06-20 18:31:02.743437,2025-06-20 18:31:46.140590,N09,N11,94.3,R1,done
8555,2025-06-20 14:00:20,2025-06-20 14:02:01.304880,2025-06-20 14:02:08.641168,2025-06-20 14:02:53.105152,2025-06-20 14:02:57.145294,2025-06-20 14:03:31.998461,N20,N05,38.3,R3,done
8556,2025-06-20 11:19:55,2025-06-20 11:20:35.348184,2025-06-20 11:20:49.237298,2025-06-20 11:22:11.344502,2025-06-20 11:22:14.883215,2025-06-20 11:22:56.304688,N06,N14,77.9,R3,done
8557,2025-06-20 15:39:22,2025-06-20 15:40:16.309908,2025-06-20 15:40:31.269085,2025-06-20 15:41:45.051012,2025-06-20 15:41:49.780358,2025-06-20 15:43:03.480576,N02,N18,69.0,R1,done
8558,2025-06-20 09:25:26,2025-06-20 09:28:04.945797,2025-06-20 09:28:20.829505,2025-06-20 09:29:56.770645,2025-06-20 09:30:01.865459,2025-06-20 09:30:52.283735,N01,N13,91.1,R2,done
8559,2025-06-20 18:53:11,2025-06-20 18:54:31.311243,2025-06-20 18:54:33.929205,2025-06-20 18:55:59.381949,2025-06-20 18:56:06.843733,2025-06-20 18:56:55.059705,N17,N12,84.4,R1,done
8560,2025-06-20 04:09:48,2025-06-20 04:11:11.240025,2025-06-20 04:11:19.905397,2025-06-20 04:13:03.811220,2025-06-20 04:13:06.967058,2025-06-20 04:13:42.904820,N15,N11,96.4,R1,done
8561,2025-06-20 15:10:01,2025-06-20 15:11:51.092841,2025-06-20 15:11:59.076026,2025-06-20 15:13:27.935139,2025-06-20 15:13:30.069402,2025-06-20 15:14:34.235313,N20,N06,82.8,R2,done
8562,2025-06-20 04:49:49,2025-06-20 04:50:16.190351,2025-06-20 04:50:32.797870,2025-06-20 04:52:11.904363,2025-06-20 04:52:14.972574,2025-06-20 04:52:51.051612,N08,N18,92.3,R1,done
8563,2025-06-20 19:46:18,2025-06-20 19:46:31.424025,2025-06-20 19:46:46.742627,2025-06-20 19:48:25.101337,2025-06-20 19:48:30.859844,2025-06-20 19:49:35.779034,N09,N13,97.3,R2,done
8564,2025-06-20 10:20:46,2025-06-20 10:21:38.734233,2025-06-20 10:21:45.526574,2025-06-20 10:22:52.103267,2025-06-20 10:22:54.251660,2025-06-20 10:23:47.102901,N04,N10,65.2,R5,done
8565,2025-06-20 14:30:40,2025-06-20 14:31:29.287381,2025-06-20 14:31:39.704375,2025-06-20 14:32:54.166462,2025-06-20 14:33:00.937845,2025-06-20 14:33:39.417656,N03,N11,67.3,R6,done
8566,2025-06-20 16:21:17,2025-06-20 16:25:41.930856,2025-06-20 16:25:41.930856,2025-06-20 16:26:30.157831,2025-06-20 16:26:34.063258,2025-06-20 16:27:48.661823,N12,N18,45.9,R5,done
8567,2025-06-20 23:20:14,2025-06-20 23:20:32.557760,2025-06-20 23:20:34.102024,2025-06-20 23:22:42.084149,2025-06-20 23:22:49.122528,2025-06-20 23:24:28.102394,N08,N11,120.2,R5,done
8568,2025-06-20 09:38:40,2025-06-20 09:40:43.215935,2025-06-20 09:40:58.178950,2025-06-20 09:41:36.170237,2025-06-20 09:41:39.604297,2025-06-20 09:42:54.560117,N20,N03,35.2,R4,done
8569,2025-06-20 08:22:59,2025-06-20 08:23:56.706547,2025-06-20 08:24:09.106464,2025-06-20 08:25:03.830931,2025-06-20 08:25:04.923955,2025-06-20 08:26:11.018634,N20,N11,48.1,R2,done
8570,2025-06-20 16:41:43,2025-06-20 16:42:40.289660,2025-06-20 16:42:46.305953,2025-06-20 16:44:13.410237,2025-06-20 16:44:17.808373,2025-06-20 16:45:00.170852,N11,N03,74.7,R2,failed
8571,2025-06-20 14:02:04,2025-06-20 14:02:27.544908,2025-06-20 14:02:36.907358,2025-06-20 14:04:37.245966,2025-06-20 14:04:41.590845,2025-06-20 14:05:51.612370,N18,N03,115.9,R4,done
8572,2025-06-20 17:29:15,2025-06-20 17:31:33.327690,2025-06-20 17:31:51.392000,2025-06-20 17:33:05.839563,2025-06-20 17:33:09.928983,2025-06-20 17:33:58.908561,N03,N04,73.6,R1,done
8573,2025-06-20 15:15:13,2025-06-20 15:15:39.495798,2025-06-20 15:15:49.288460,2025-06-20 15:16:54.915390,2025-06-20 15:16:56.482965,2025-06-20 15:17:26.056300,N14,N01,59.9,R5,done
8574,2025-06-20 17:59:55,2025-06-20 18:00:18.483567,2025-06-20 18:00:22.326131,2025-06-20 18:02:04.635958,2025-06-20 18:02:08.744903,2025-06-20 18:03:00.634731,N02,N11,98.4,R6,done
8575,2025-06-20 16:48:20,2025-06-20 16:49:24.783070,2025-06-20 16:49:27.288710,2025-06-20 16:50:42.145056,2025-06-20 16:50:44.993946,2025-06-20 16:51:29.080520,N20,N13,72.5,R6,done
8576,2025-06-20 15:28:57,2025-06-20 15:31:58.331699,2025-06-20 15:32:07.499846,2025-06-20 15:33:54.573179,2025-06-20 15:33:57.942634,2025-06-20 15:34:58.646390,N09,N02,103.6,R1,done
8577,2025-06-20 10:31:23,2025-06-20 10:32:48.499551,2025-06-20 10:32:52.590190,2025-06-20 10:34:31.741682,2025-06-20 10:34:36.718980,2025-06-20 10:35:15.474601,N17,N07,97.0,R3,done
8578,2025-06-20 23:22:38,2025-06-20 23:23:50.757466,2025-06-20 23:24:08.777416,2025-06-20 23:26:21.774249,2025-06-20 23:26:27.563095,2025-06-20 23:27:45.451822,N09,N06,129.9,R1,done
8579,2025-06-20 09:01:43,2025-06-20 09:03:55.887267,2025-06-20 09:04:03.701220,2025-06-20 09:05:37.636210,2025-06-20 09:05:42.458725,2025-06-20 09:07:21.222313,N17,N10,91.5,R1,done
8580,2025-06-20 07:40:59,2025-06-20 07:42:18.402874,2025-06-20 07:42:27.516248,2025-06-20 07:43:42.919515,2025-06-20 07:43:47.199612,2025-06-20 07:44:31.207093,N14,N11,69.4,R3,done
8581,2025-06-20 19:35:28,2025-06-20 19:36:18.036626,2025-06-20 19:36:31.902178,2025-06-20 19:37:50.876601,2025-06-20 19:37:55.983570,2025-06-20 19:39:03.908628,N06,N11,70.3,R3,done
8582,2025-06-20 10:07:21,2025-06-20 10:10:28.434706,2025-06-20 10:10:32.680771,2025-06-20 10:12:31.017451,2025-06-20 10:12:36.227520,2025-06-20 10:13:24.791329,N04,N02,118.0,R5,done
8583,2025-06-20 10:28:48,2025-06-20 10:34:41.760430,2025-06-20 10:34:54.531441,2025-06-20 10:35:40.926213,2025-06-20 10:35:43.185253,2025-06-20 10:36:47.735663,N15,N01,43.4,R4,done
8584,2025-06-20 14:24:42,2025-06-20 14:26:34.810241,2025-06-20 14:26:42.410052,2025-06-20 14:28:50.925806,2025-06-20 14:28:54.220249,2025-06-20 14:29:29.866274,N01,N13,117.1,R1,done
8585,2025-06-20 11:17:07,2025-06-20 11:18:00.502411,2025-06-20 11:18:12.654150,2025-06-20 11:19:03.621277,2025-06-20 11:19:11.030040,2025-06-20 11:20:14.986833,N07,N12,44.0,R1,done
8586,2025-06-20 13:50:55,2025-06-20 13:54:36.038548,2025-06-20 13:54:37.173972,2025-06-20 13:56:24.159888,2025-06-20 13:56:27.121944,2025-06-20 13:57:09.537623,N18,N07,103.6,R4,done
8587,2025-06-20 09:49:50,2025-06-20 09:51:11.064626,2025-06-20 09:51:19.483921,2025-06-20 09:52:55.063328,2025-06-20 09:53:01.466243,2025-06-20 09:53:34.826253,N12,N19,88.6,R3,done
8588,2025-06-20 06:29:47,2025-06-20 06:32:46.546941,2025-06-20 06:32:55.053109,2025-06-20 06:33:17.931216,2025-06-20 06:33:26.486019,2025-06-20 06:33:51.757699,N02,N14,20.5,R5,done
8589,2025-06-20 05:08:26,2025-06-20 05:08:47.078059,2025-06-20 05:08:58.926792,2025-06-20 05:10:47.765995,2025-06-20 05:10:52.387968,2025-06-20 05:12:05.722066,N20,N04,102.3,R3,done
8590,2025-06-20 16:57:16,2025-06-20 16:58:12.140226,2025-06-20 16:58:22.157385,2025-06-20 17:00:18.222794,2025-06-20 17:00:22.968718,2025-06-20 17:01:24.275035,N20,N01,112.4,R4,done
8591,2025-06-20 20:41:11,2025-06-20 20:42:08.641576,2025-06-20 20:42:14.968675,2025-06-20 20:43:07.829887,2025-06-20 20:43:12.458601,2025-06-20 20:44:24.267131,N16,N14,50.8,R1,done
8592,2025-06-20 07:14:22,2025-06-20 07:15:46.731361,2025-06-20 07:15:51.177890,2025-06-20 07:17:28.378240,2025-06-20 07:17:31.068469,2025-06-20 07:18:25.201553,N03,N05,89.5,R1,done
8593,2025-06-20 17:16:23,2025-06-20 17:17:08.753248,2025-06-20 17:17:16.281822,2025-06-20 17:19:43.057624,2025-06-20 17:19:47.878401,2025-06-20 17:20:21.181258,N19,N13,137.3,R5,done
8594,2025-06-20 22:30:13,2025-06-20 22:30:55.033048,2025-06-20 22:31:03.822512,2025-06-20 22:32:26.678438,2025-06-20 22:32:30.450781,2025-06-20 22:33:16.058622,N09,N20,80.9,R2,done
8595,2025-06-20 22:42:27,2025-06-20 22:43:15.291102,2025-06-20 22:43:26.771383,2025-06-20 22:44:52.574169,2025-06-20 22:45:03.457746,2025-06-20 22:46:05.075999,N07,N20,81.7,R4,done
8596,2025-06-20 20:44:46,2025-06-20 20:45:59.512309,2025-06-20 20:46:05.931842,2025-06-20 20:47:23.529534,2025-06-20 20:47:28.861528,2025-06-20 20:47:54.385410,N09,N19,68.0,R6,done
8597,2025-06-20 17:47:30,2025-06-20 17:48:00.816755,2025-06-20 17:48:09.417629,2025-06-20 17:49:37.608305,2025-06-20 17:49:44.400415,2025-06-20 17:50:34.295086,N17,N16,87.0,R1,done
8598,2025-06-20 13:40:50,2025-06-20 13:42:30.512463,2025-06-20 13:42:42.014033,2025-06-20 13:43:53.633104,2025-06-20 13:44:00.444542,2025-06-20 13:44:35.344802,N03,N04,70.1,R6,done
8599,2025-06-20 18:39:20,2025-06-20 18:39:55.248605,2025-06-20 18:40:06.293507,2025-06-20 18:41:00.190220,2025-06-20 18:41:03.043346,2025-06-20 18:42:11.468823,N06,N07,46.8,R2,done
8600,2025-06-20 08:17:05,2025-06-20 08:19:24.050069,2025-06-20 08:19:36.472506,2025-06-20 08:20:37.264363,2025-06-20 08:20:42.869887,2025-06-20 08:21:20.549692,N15,N01,58.4,R6,done
8601,2025-06-20 17:06:09,2025-06-20 17:06:31.573838,2025-06-20 17:06:46.668245,2025-06-20 17:08:47.174720,2025-06-20 17:08:53.834088,2025-06-20 17:09:40.845327,N16,N17,102.0,R4,done
8602,2025-06-20 11:15:47,2025-06-20 11:16:30.310243,2025-06-20 11:16:40.834359,2025-06-20 11:17:53.446407,2025-06-20 11:17:59.064799,2025-06-20 11:18:51.683224,N17,N16,67.8,R5,done
8603,2025-06-20 20:46:04,2025-06-20 20:46:51.047779,2025-06-20 20:47:02.642482,2025-06-20 20:47:57.380805,2025-06-20 20:48:03.767983,2025-06-20 20:49:03.306933,N07,N06,54.3,R2,done
8604,2025-06-20 19:09:11,2025-06-20 19:10:06.749066,2025-06-20 19:10:20.160570,2025-06-20 19:11:48.644608,2025-06-20 19:11:54.859174,2025-06-20 19:13:12.042187,N02,N10,83.1,R3,done
8605,2025-06-20 15:45:15,2025-06-20 15:46:14.591052,2025-06-20 15:46:21.686566,2025-06-20 15:47:52.201485,2025-06-20 15:47:58.109630,2025-06-20 15:48:47.447262,N11,N04,88.4,R5,done
8606,2025-06-20 18:49:35,2025-06-20 18:59:35.303923,2025-06-20 18:59:50.317271,2025-06-20 19:01:15.951916,2025-06-20 19:01:21.614366,2025-06-20 19:03:08.758988,N04,N14,85.4,R3,done
8607,2025-06-20 12:51:48,2025-06-20 12:52:16.854330,2025-06-20 12:52:23.970923,2025-06-20 12:53:35.733501,2025-06-20 12:53:36.939737,2025-06-20 12:54:47.041693,N02,N10,66.9,R2,done
8608,2025-06-20 10:39:37,2025-06-20 10:41:23.122125,2025-06-20 10:41:23.122125,2025-06-20 10:42:28.381524,2025-06-20 10:42:31.713949,2025-06-20 10:43:25.208269,N01,N20,58.2,R6,done
8609,2025-06-20 15:32:18,2025-06-20 15:32:51.175548,2025-06-20 15:32:57.384670,2025-06-20 15:34:08.498233,2025-06-20 15:34:14.428392,2025-06-20 15:35:12.594869,N06,N05,65.1,R3,done
8610,2025-06-20 13:45:07,2025-06-20 13:46:55.516489,2025-06-20 13:47:11.470035,2025-06-20 13:48:58.168082,2025-06-20 13:49:03.743141,2025-06-20 13:49:34.208081,N18,N08,92.8,R6,done
8611,2025-06-20 08:31:43,2025-06-20 08:33:02.451263,2025-06-20 08:33:08.593342,2025-06-20 08:35:42.860465,2025-06-20 08:35:48.281218,2025-06-20 08:36:37.518507,N09,N07,151.3,R3,done
8612,2025-06-20 23:58:03,2025-06-21 00:00:25.892546,2025-06-21 00:00:43.914883,2025-06-21 00:02:57.618750,2025-06-21 00:03:00.992294,2025-06-21 00:03:29.551861,N11,N16,129.4,R5,done
8613,2025-06-20 16:40:05,2025-06-20 16:43:49.516086,2025-06-20 16:43:59.581137,2025-06-20 16:46:16.324430,2025-06-20 16:46:20.943886,2025-06-20 16:47:13.392032,N16,N08,132.9,R2,done
8614,2025-06-20 10:07:14,2025-06-20 10:07:33.711974,2025-06-20 10:07:44.349435,2025-06-20 10:10:30.192758,2025-06-20 10:10:32.386267,2025-06-20 10:11:22.194976,N14,N17,158.1,R2,done
8615,2025-06-20 02:40:56,2025-06-20 02:42:23.708179,2025-06-20 02:42:40.904583,2025-06-20 02:43:47.786241,2025-06-20 02:43:52.523834,2025-06-20 02:44:44.160283,N11,N05,59.8,R5,cancelled
8616,2025-06-20 16:39:26,2025-06-20 16:42:29.939094,2025-06-20 16:42:47.591371,2025-06-20 16:44:35.806267,2025-06-20 16:44:43.797928,2025-06-20 16:46:51.924304,N18,N12,105.8,R3,done
8617,2025-06-20 03:24:28,2025-06-20 03:26:14.677794,2025-06-20 03:26:21.033719,2025-06-20 03:28:07.011408,2025-06-20 03:28:10.861403,2025-06-20 03:29:21.356731,N01,N02,103.2,R4,done
8618,2025-06-20 13:06:52,2025-06-20 13:08:43.592818,2025-06-20 13:08:59.605535,2025-06-20 13:10:18.577195,2025-06-20 13:10:23.664062,2025-06-20 13:11:44.982168,N05,N09,74.8,R1,done
8619,2025-06-20 18:24:27,2025-06-20 18:25:53.847013,2025-06-20 18:26:05.129981,2025-06-20 18:27:42.933653,2025-06-20 18:27:48.457185,2025-06-20 18:28:18.561980,N10,N11,97.0,R6,done
8620,2025-06-20 10:53:36,2025-06-20 10:54:47.028996,2025-06-20 10:54:50.583734,2025-06-20 10:56:34.460959,2025-06-20 10:56:43.346580,2025-06-20 10:57:32.836181,N05,N04,101.6,R6,done
8621,2025-06-20 17:02:40,2025-06-20 17:03:17.444004,2025-06-20 17:03:31.318663,2025-06-20 17:05:50.110604,2025-06-20 17:05:56.607072,2025-06-20 17:07:11.746311,N04,N20,133.6,R2,done
8622,2025-06-20 21:24:34,2025-06-20 21:26:40.818288,2025-06-20 21:26:50.506663,2025-06-20 21:28:14.117865,2025-06-20 21:28:21.665080,2025-06-20 21:29:16.576593,N19,N11,75.4,R1,done
8623,2025-06-20 19:05:53,2025-06-20 19:07:16.381352,2025-06-20 19:07:19.786751,2025-06-20 19:09:15.737246,2025-06-20 19:09:17.175573,2025-06-20 19:10:26.090668,N17,N10,115.4,R5,cancelled
8624,2025-06-20 22:16:22,2025-06-20 22:18:49.236484,2025-06-20 22:19:10.220250,2025-06-20 22:20:07.190800,2025-06-20 22:20:12.654035,2025-06-20 22:21:10.567472,N09,N19,53.4,R3,done
8625,2025-06-20 11:22:18,2025-06-20 11:24:11.723191,2025-06-20 11:24:20.766721,2025-06-20 11:24:43.230495,2025-06-20 11:24:45.540025,2025-06-20 11:26:14.542328,N15,N05,19.9,R6,done
8626,2025-06-20 02:31:16,2025-06-20 02:31:40.653215,2025-06-20 02:31:45.568528,2025-06-20 02:32:41.473592,2025-06-20 02:32:45.613037,2025-06-20 02:33:54.259928,N10,N05,54.2,R6,done
8627,2025-06-20 20:26:14,2025-06-20 20:28:19.352584,2025-06-20 20:28:23.884109,2025-06-20 20:29:27.592069,2025-06-20 20:29:32.226981,2025-06-20 20:30:23.907058,N19,N09,56.3,R5,done
8628,2025-06-20 08:24:20,2025-06-20 08:24:49.709393,2025-06-20 08:24:52.987727,2025-06-20 08:25:53.274544,2025-06-20 08:26:00.191505,2025-06-20 08:26:35.899167,N04,N10,57.6,R3,done
8629,2025-06-20 11:51:23,2025-06-20 11:51:50.157464,2025-06-20 11:51:57.135123,2025-06-20 11:52:55.506006,2025-06-20 11:52:59.531932,2025-06-20 11:53:43.744221,N16,N10,54.5,R5,done
8630,2025-06-20 09:20:10,2025-06-20 09:21:13.025301,2025-06-20 09:21:26.061020,2025-06-20 09:21:59.845388,2025-06-20 09:22:05.468841,2025-06-20 09:23:20.718498,N11,N05,33.5,R6,done
8631,2025-06-20 17:34:42,2025-06-20 17:35:28.700503,2025-06-20 17:35:30.691340,2025-06-20 17:36:33.265456,2025-06-20 17:36:37.466542,2025-06-20 17:38:17.314864,N13,N10,56.5,R4,done
8632,2025-06-20 00:35:39,2025-06-20 00:37:42.259483,2025-06-20 00:37:51.927922,2025-06-20 00:39:12.792577,2025-06-20 00:39:19.489540,2025-06-20 00:41:09.615181,N08,N01,74.7,R3,done
8633,2025-06-20 03:59:35,2025-06-20 03:59:56.902495,2025-06-20 04:00:15.107886,2025-06-20 04:02:30.041028,2025-06-20 04:02:35.283090,2025-06-20 04:03:35.801678,N10,N05,131.1,R1,done
8634,2025-06-20 14:14:49,2025-06-20 14:15:55.180464,2025-06-20 14:15:56.580844,2025-06-20 14:18:12.823859,2025-06-20 14:18:15.797580,2025-06-20 14:19:01.823655,N14,N16,132.6,R3,done
8635,2025-06-20 08:13:31,2025-06-20 08:14:47.499072,2025-06-20 08:14:51.996503,2025-06-20 08:16:31.919259,2025-06-20 08:16:38.055213,2025-06-20 08:17:39.741670,N16,N20,96.8,R2,done
8636,2025-06-20 23:47:07,2025-06-20 23:48:16.748876,2025-06-20 23:48:27.129618,2025-06-20 23:50:12.048080,2025-06-20 23:50:17.121516,2025-06-20 23:50:54.848797,N12,N09,87.0,R2,done
8637,2025-06-20 05:20:48,2025-06-20 05:23:21.760589,2025-06-20 05:23:21.760589,2025-06-20 05:24:13.948389,2025-06-20 05:24:14.988220,2025-06-20 05:25:21.615013,N01,N07,44.9,R5,done
8638,2025-06-20 09:06:11,2025-06-20 09:06:39.472113,2025-06-20 09:06:43.053978,2025-06-20 09:08:27.517215,2025-06-20 09:08:34.512267,2025-06-20 09:09:08.280023,N10,N16,102.4,R2,done
8639,2025-06-20 23:54:29,2025-06-20 23:55:02.603230,2025-06-20 23:55:12.227204,2025-06-20 23:57:36.305003,2025-06-20 23:57:44.413063,2025-06-20 23:58:27.060416,N05,N02,138.7,R4,done
8640,2025-06-20 02:30:22,2025-06-20 02:34:10.209396,2025-06-20 02:34:16.728829,2025-06-20 02:36:07.306296,2025-06-20 02:36:13.033272,2025-06-20 02:37:19.778949,N07,N16,100.3,R1,cancelled
8641,2025-06-20 02:27:15,2025-06-20 02:27:22.780956,2025-06-20 02:27:27.308206,2025-06-20 02:29:36.441667,2025-06-20 02:29:42.803928,2025-06-20 02:30:28.416039,N06,N08,128.0,R5,done
8642,2025-06-20 15:42:40,2025-06-20 15:43:45.896350,2025-06-20 15:43:59.474155,2025-06-20 15:45:30.588282,2025-06-20 15:45:37.591252,2025-06-20 15:46:52.352103,N18,N16,88.7,R4,done
8643,2025-06-20 22:10:06,2025-06-20 22:11:47.638763,2025-06-20 22:11:54.480934,2025-06-20 22:13:27.339710,2025-06-20 22:13:28.545076,2025-06-20 22:14:35.590768,N01,N17,77.8,R3,done
8644,2025-06-20 07:40:29,2025-06-20 07:41:47.464849,2025-06-20 07:42:06.834931,2025-06-20 07:43:38.955183,2025-06-20 07:43:41.346176,2025-06-20 07:44:41.843328,N12,N20,89.3,R6,done
8645,2025-06-20 21:50:11,2025-06-20 21:54:08.770798,2025-06-20 21:54:18.703056,2025-06-20 21:55:48.833762,2025-06-20 21:55:56.671291,2025-06-20 21:56:59.635481,N14,N08,86.4,R2,cancelled
